lot;panels;boards;panelSize;boardsInFrame;anzahlFrames;projNr;machineId;process;subProcess;ManufacturingTime;prozessOrder;tactTime_brutto;tactTime_netto;testDauer
KA25.000693-001;75;150;2;NULL;NULL;176A1A;2;4_AOI;4_AOI_SIDEA;2026-02-09 00:00:00.000;1;1,35;1,1167;0,9667
KA25.000693-001;74;148;2;NULL;NULL;176A1A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2026-02-09 00:00:00.000;2;0,55;0,4167;0,4167
KA25.000698-001;14;210;15;NULL;NULL;029U1A;2;4_AOI;4_AOI_SIDEA;2026-03-12 00:00:00.000;1;0,75;0,4;0,3833
KA25.000704-003;39;156;4;NULL;NULL;607A1B;10;2_ODD;2_ODDA;2026-02-02 00:00:00.000;1;1,05;0,9333;0,5667
KA25.000704-003;38;153;4;4;39;607A1B;3;3_SEL;3_SELA;2026-02-02 00:00:00.000;2;1,5167;1,2667;1,25
KA25.000704-003;39;156;4;NULL;NULL;607A1B;2;4_AOI;4_AOI_SIDEB;2026-02-02 00:00:00.000;3;1,7667;1,3167;1,2333
KA25.000704-003;39;156;4;NULL;NULL;607A1B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-02-02 00:00:00.000;4;5,35;3,8167;3,5167
KA25.000705-001;10;300;30;NULL;NULL;55631A;2;4_AOI;4_AOI_SIDEA;2026-01-28 00:00:00.000;1;1,1333;0,75;0,3833
KA25.000705-001;10;300;30;NULL;NULL;55631A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-01-28 00:00:00.000;2;3,7167;3,2167;2,35
KA25.000705-001;10;300;30;NULL;NULL;55631A;9;6_DEP;6_DEP;2026-01-28 00:00:00.000;3;5,2833;3,2;3,25
KA25.000708-001;50;200;4;NULL;NULL;51041B;8;1_SMT;1_SMTA;2026-05-04 00:00:00.000;1;1,2333;0,7333;0,35
KA25.000708-001;50;200;4;NULL;NULL;51041B;11;4_AOI;4_AOI_SIDEB;2026-05-04 00:00:00.000;2;0,95;0,7667;0,6833
KA25.000708-001;29;119;4;8;23;51041B;3;3_SEL;3_SELA;2026-05-04 00:00:00.000;3;1,25;0,5833;1,0167
KA25.000708-001;50;200;4;NULL;NULL;51041B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-05-04 00:00:00.000;4;0,9333;0,4333;0,4167
KA25.000708-001;50;200;4;NULL;NULL;51041B;9;6_DEP;6_DEP;2026-05-04 00:00:00.000;5;0,9667;0,7667;0,6333
KA25.000709-001;10;100;10;NULL;NULL;14721A;2;4_AOI;4_AOI_SIDEA;2026-03-16 00:00:00.000;1;1,05;0,3833;0,4
KA25.000709-001;10;100;10;NULL;NULL;14721A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-03-16 00:00:00.000;2;1,2667;0,7667;0,75
KA25.000711-001;20;41;2;6;14;14711A;4;3_SEL;3_SELA;2026-04-17 00:00:00.000;1;6,4333;5,0667;9,45
KA25.000711-001;25;50;2;NULL;NULL;14711A;2;4_AOI;4_AOI_SIDEB;2026-04-17 00:00:00.000;2;1,1333;0,9333;0,9167
KA25.000711-001;25;50;2;NULL;NULL;14711A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-04-17 00:00:00.000;3;1,6333;0,8333;0,6667
KA25.000711-001;25;50;2;NULL;NULL;14711A;9;6_DEP;6_DEP;2026-04-17 00:00:00.000;4;0,7667;0,5667;0,45
KA25.000713-001;50;100;2;NULL;NULL;206IAI;8;1_SMT;1_SMTB;2026-03-25 00:00:00.000;1;0,9167;0,7167;0,4833
KA25.000713-001;50;100;2;NULL;NULL;206IAI;8;1_SMT;1_SMTA;2026-03-25 00:00:00.000;2;1,2833;0,8833;0,4833
KA25.000713-001;50;100;2;2;51;206IAI;3;3_SEL;3_SELA;2026-03-25 00:00:00.000;3;3,3667;2,7667;2,7667
KA25.000713-001;50;100;2;NULL;NULL;206IAI;2;4_AOI;4_AOI_SIDEB;2026-03-25 00:00:00.000;4;1,75;1,5667;1,4
KA25.000713-001;50;100;2;NULL;NULL;206IAI;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2026-03-25 00:00:00.000;5;5,8667;4,8667;4,6667
KA25.000714-001;99;198;2;NULL;NULL;20661C;8;1_SMT;1_SMTB;2026-07-22 00:00:00.000;1;0,6667;0,5167;0,3833
KA25.000714-001;100;200;2;NULL;NULL;20661C;8;1_SMT;1_SMTA;2026-07-22 00:00:00.000;2;1,0833;0,7833;0,3833
KA25.000714-001;100;200;2;NULL;NULL;20661C;10;2_ODD;2_ODDA;2026-07-22 00:00:00.000;3;1,15;1;0,5833
KA25.000714-001;100;200;2;NULL;NULL;20661C;2;4_AOI;4_AOI_SIDEB;2026-07-22 00:00:00.000;4;1,1333;1,0333;1,0333
KA25.000714-001;100;200;2;NULL;NULL;20661C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2026-07-22 00:00:00.000;5;2,5833;2,4833;2,5
KA25.000714-001;100;200;2;NULL;NULL;20661C;9;6_DEP;6_DEP;2026-07-22 00:00:00.000;6;0,7667;0,6667;0,6
KA25.000722-001;16;320;20;NULL;NULL;128Q1A;2;4_AOI;4_AOI_SIDEB;2026-03-16 00:00:00.000;2;1,45;1,1333;0,8667
KA25.000730-001;42;2100;50;NULL;NULL;01631A;11;4_AOI;4_AOI_SIDEB;2026-04-22 00:00:00.000;2;1,2833;0,9167;0,9333
KA25.000730-001;43;2150;50;NULL;NULL;01631A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-22 00:00:00.000;3;1,3;0,95;0,9167
KA25.000736-001;100;100;1;NULL;NULL;386ZBD;8;1_SMT;1_SMTB;2026-05-07 00:00:00.000;1;1,2333;0,8833;0,35
KA25.000736-001;56;56;1;NULL;NULL;386ZBD;11;4_AOI;4_AOI_SIDEB;2026-05-07 00:00:00.000;2;1,2333;0,7667;0,65
KA25.000736-001;62;62;1;NULL;NULL;386ZBD;2;4_AOI;4_AOI_SIDEB;2026-05-07 00:00:00.000;3;1,1833;1,1;0,8667
KA25.000736-001;96;96;1;NULL;NULL;386ZBD;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-05-07 00:00:00.000;4;1,2833;0,5667;0,4167
KA25.000736-001;96;96;1;NULL;NULL;386ZBD;9;6_DEP;6_DEP;2026-05-07 00:00:00.000;5;0,4333;0,3333;0,2833
KA25.000737-001;50;50;1;NULL;NULL;386YCE;8;1_SMT;1_SMTB;2026-04-21 00:00:00.000;1;1,1;0,6;0,5833
KA25.000737-001;50;50;1;NULL;NULL;386YCE;8;1_SMT;1_SMTA;2026-04-21 00:00:00.000;2;1,2333;1,0333;0,5833
KA25.000737-001;50;50;1;NULL;NULL;386YCE;2;4_AOI;4_AOI_SIDEB;2026-04-21 00:00:00.000;3;1,2167;1,1333;1
KA25.000737-001;50;50;1;NULL;NULL;386YCE;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-04-21 00:00:00.000;4;2,4;1,4;1,0833
KA25.000739-001;125;500;4;NULL;NULL;26631B;8;1_SMT;1_SMTB;2026-04-09 00:00:00.000;1;0,7167;0,55;0,2833
KA25.000739-001;56;224;4;NULL;NULL;26631B;2;4_AOI;4_AOI_SIDEA;2026-04-09 00:00:00.000;2;1,5333;1,3667;1,2833
KA25.000739-001;65;260;4;4;65;26631B;4;3_SEL;3_SELA;2026-04-09 00:00:00.000;3;9,45;7,9;7,9
KA25.000739-001;69;276;4;NULL;NULL;26631B;11;4_AOI;4_AOI_SIDEA;2026-04-09 00:00:00.000;4;1,2833;1,1333;1,1
KA25.000739-001;125;500;4;NULL;NULL;26631B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-04-09 00:00:00.000;5;0,7;0,3667;0,3333
KA25.000742-001;251;502;2;NULL;NULL;206R1C;8;1_SMT;1_SMTA;2026-04-20 00:00:00.000;1;0,4167;0,3667;0,2833
KA25.000742-001;139;278;2;8;108;206R1C;3;3_SEL;3_SELA;2026-04-20 00:00:00.000;2;1,7833;1,2833;2,2
KA25.000742-001;105;210;2;NULL;NULL;206R1C;11;4_AOI;4_AOI_SIDEB;2026-04-20 00:00:00.000;3;0,8167;0,7167;0,7
KA25.000742-001;146;292;2;NULL;NULL;206R1C;2;4_AOI;4_AOI_SIDEB;2026-04-20 00:00:00.000;4;0,9833;0,8833;0,9
KA25.000742-001;250;500;2;NULL;NULL;206R1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2026-04-20 00:00:00.000;5;0,8;0,7167;0,6667
KA25.000742-001;249;498;2;NULL;NULL;206R1C;9;6_DEP;6_DEP;2026-04-20 00:00:00.000;6;0,65;0,55;0,4833
KA25-000423-061;16;33;2;4;10;206A1D;3;3_SEL;3_SELA;2026-02-19 00:00:00.000;3;2,15;1,7333;3,3333
KA26.000002-001;247;494;2;NULL;NULL;206Q1D;8;1_SMT;1_SMTA;2026-06-25 00:00:00.000;2;0,75;0,5667;0,3
KA26.000002-001;250;500;2;8;67;206Q1D;3;3_SEL;3_SELA;2026-06-25 00:00:00.000;3;0,9;0,7333;2,8
KA26.000002-001;250;500;2;NULL;NULL;206Q1D;11;4_AOI;4_AOI_SIDEA;2026-06-25 00:00:00.000;4;0,9333;0,8833;0,8333
KA26.000002-001;250;500;2;NULL;NULL;206Q1D;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2026-06-25 00:00:00.000;5;2,55;2,1167;2
KA26.000002-001;248;496;2;NULL;NULL;206Q1D;9;6_DEP;6_DEP;2026-06-25 00:00:00.000;6;0,65;0,5;0,4167
KA26.000010-001;250;500;2;NULL;NULL;206S1C;8;1_SMT;1_SMTA;2026-07-15 00:00:00.000;1;0,6;0,45;0,3
KA26.000010-001;219;438;2;NULL;NULL;206S1C;2;4_AOI;4_AOI_SIDEB;2026-07-15 00:00:00.000;2;0,9833;0,8167;0,7833
KA26.000010-001;249;498;2;NULL;NULL;206S1C;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2026-07-15 00:00:00.000;3;0,7;0,55;0,5
KA26.000010-001;30;60;2;NULL;NULL;206S1C;11;4_AOI;4_AOI_SIDEB;2026-07-15 00:00:00.000;4;0,9333;0,7667;0,7
KA26.000011-001;94;6016;64;NULL;NULL;01621A;8;1_SMT;1_SMTB;2026-05-27 00:00:00.000;1;2,1167;2,0167;1,9667
KA26.000011-001;74;4736;64;NULL;NULL;01621A;8;1_SMT;1_SMTA;2026-05-27 00:00:00.000;2;1,2;1;1,9667
KA26.000011-001;66;4224;64;NULL;NULL;01621A;11;4_AOI;4_AOI_SIDEA;2026-05-27 00:00:00.000;3;1,1;0,9;0,8833
KA26.000011-001;94;6016;64;NULL;NULL;01621A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-05-27 00:00:00.000;4;1,6167;1,0333;1,0833
KA26.000011-001;21;1344;64;NULL;NULL;01621A;7;1_SMT;1_SMTA;2026-05-27 00:00:00.000;5;1,7;1,2333;0,7667
KA26.000011-001;28;1792;64;NULL;NULL;01621A;2;4_AOI;4_AOI_SIDEA;2026-05-27 00:00:00.000;6;1,55;1,1833;0,9833
KA26.000017-001;98;98;1;NULL;NULL;49512E;8;1_SMT;1_SMTA;2026-04-09 00:00:00.000;1;0,75;0,55;0,3
KA26.000017-001;50;50;1;NULL;NULL;49512E;2;4_AOI;4_AOI_SIDEB;2026-04-09 00:00:00.000;2;1,25;1,15;1,0833
KA26.000017-001;50;50;1;NULL;NULL;49512E;11;4_AOI;4_AOI_SIDEB;2026-04-09 00:00:00.000;3;1,1667;0,9667;0,85
KA26.000017-001;100;100;1;NULL;NULL;49512E;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-04-09 00:00:00.000;4;0,95;0,65;0,5833
KA26.000024-001;140;1400;10;NULL;NULL;605B1A;2;4_AOI;4_AOI_SIDEB;2026-05-18 00:00:00.000;1;0,4667;0,4167;0,3667
KA26.000043-001;50;50;1;NULL;NULL;487HAC;7;1_SMT;1_SMTA;2026-06-01 00:00:00.000;1;1,5833;0,9833;0,6833
KA26.000043-001;50;50;1;NULL;NULL;487HAC;2;4_AOI;4_AOI_SIDEB;2026-06-01 00:00:00.000;3;1,5667;1,3167;1,15
KA26.000043-001;50;50;1;NULL;NULL;487HAC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-06-01 00:00:00.000;5;2,4167;1,9167;1,5833
KA26.000043-002;60;60;1;NULL;NULL;487HAC;8;1_SMT;1_SMTA;2026-07-02 00:00:00.000;1;1,2;0,7833;0,5333
KA26.000043-002;60;60;1;NULL;NULL;487HAC;2;4_AOI;4_AOI_SIDEB;2026-07-02 00:00:00.000;2;1,4833;1,2667;1,2
KA26.000043-002;60;60;1;NULL;NULL;487HAC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-07-02 00:00:00.000;4;2,0333;1,6167;1,5833
KA26.000051-001;30;60;2;NULL;NULL;95981A;8;1_SMT;1_SMTB;2026-03-27 00:00:00.000;1;1,2167;0,8833;0,5167
KA26.000051-001;30;60;2;NULL;NULL;95981A;8;1_SMT;1_SMTA;2026-03-27 00:00:00.000;2;1,4667;0,8;0,5167
KA26.000051-001;30;60;2;NULL;NULL;95981A;2;4_AOI;4_AOI_SIDEB;2026-03-27 00:00:00.000;3;1,25;1,05;1,05
KA26.000051-001;28;56;2;NULL;NULL;95981A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-03-27 00:00:00.000;4;3,3833;2,3167;1,5833
KA26.000075-001;50;100;2;NULL;NULL;11421D;2;4_AOI;4_AOI_SIDEA;2026-04-14 00:00:00.000;1;1,25;1,0333;0,9333
KA26.000075-001;47;95;2;4;25;11421D;3;3_SEL;3_SELA;2026-04-14 00:00:00.000;2;1,5333;0,9167;1,7333
KA26.000075-001;49;98;2;NULL;NULL;11421D;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2026-04-14 00:00:00.000;3;2,2333;1,8167;1,75
KA26.000077-001;20;200;10;NULL;NULL;016AAA;8;1_SMT;1_SMTA;2026-03-16 00:00:00.000;1;1,5333;0,7833;0,4
KA26.000077-001;20;200;10;NULL;NULL;016AAA;2;4_AOI;4_AOI_SIDEA;2026-03-16 00:00:00.000;2;0,6333;0,3833;0,3667
KA26.000077-001;20;200;10;NULL;NULL;016AAA;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-03-16 00:00:00.000;3;1,3167;0,8167;0,8333
KA26.000077-001;20;200;10;NULL;NULL;016AAA;9;6_DEP;6_DEP;2026-03-16 00:00:00.000;4;1,9833;1,5167;1,3
KA26.000103-001;50;100;2;NULL;NULL;266G1B;8;1_SMT;1_SMTA;2026-04-22 00:00:00.000;1;0,8333;0,6333;0,35
KA26.000103-001;50;100;2;NULL;NULL;266G1B;10;2_ODD;2_ODDA;2026-04-22 00:00:00.000;2;3,95;2,85;2,4333
KA26.000103-001;50;100;2;NULL;NULL;266G1B;2;4_AOI;4_AOI_SIDEB;2026-04-22 00:00:00.000;3;1,4667;1,2833;1,3
KA26.000103-001;50;100;2;NULL;NULL;266G1B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-22 00:00:00.000;4;1,5167;1,2167;1
KA26.000103-001;50;100;2;NULL;NULL;266G1B;9;6_DEP;6_DEP;2026-04-22 00:00:00.000;5;0,75;0,55;0,5
KA26.000107-001;30;60;2;2;36;006E1B;4;3_SEL;3_SELA;2026-05-07 00:00:00.000;1;3,4;1,7;1,7
KA26.000107-001;30;60;2;NULL;NULL;006E1B;2;4_AOI;4_AOI_SIDEB;2026-05-07 00:00:00.000;2;1,3833;1,0333;1,05
KA26.000107-001;30;60;2;NULL;NULL;006E1B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-05-07 00:00:00.000;3;0,7333;0,4;0,4167
KA26.000107-001;30;60;2;NULL;NULL;006E1B;9;6_DEP;6_DEP;2026-05-07 00:00:00.000;4;0,9333;0,7833;0,6333
KA26.000107-002;25;50;2;NULL;NULL;006EAB;11;4_AOI;4_AOI_SIDEB;2026-05-07 00:00:00.000;1;1,0833;0,9333;0,85
KA26.000107-002;25;50;2;2;25;006EAB;4;3_SEL;3_SELA;2026-05-07 00:00:00.000;2;3,95;2,8;2,8
KA26.000107-002;25;50;2;NULL;NULL;006EAB;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-05-07 00:00:00.000;3;1;0,6;0,4167
KA26.000107-002;25;50;2;NULL;NULL;006EAB;9;6_DEP;6_DEP;2026-05-07 00:00:00.000;4;0,75;0,75;0,6333
KA26.000107-003;120;240;2;NULL;NULL;006E1B;8;1_SMT;1_SMTA;2026-05-27 00:00:00.000;1;0,6833;0,5167;0,4
KA26.000107-003;120;240;2;NULL;NULL;006E1B;11;4_AOI;4_AOI_SIDEB;2026-05-27 00:00:00.000;2;1,05;0,85;0,8167
KA26.000107-003;120;240;2;2;121;006E1B;4;3_SEL;3_SELA;2026-05-27 00:00:00.000;3;2,05;1,2333;1,2333
KA26.000107-003;120;240;2;NULL;NULL;006E1B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-05-27 00:00:00.000;4;0,7;0,45;0,4167
KA26.000107-003;120;240;2;NULL;NULL;006E1B;9;6_DEP;6_DEP;2026-05-27 00:00:00.000;5;0,7833;0,65;0,6167
KA26.000109-001;100;200;2;NULL;NULL;206JBB;8;1_SMT;1_SMTA;2026-06-30 00:00:00.000;1;1,15;0,85;0,4667
KA26.000109-001;99;199;2;4;71;206JBB;3;3_SEL;3_SELA;2026-06-30 00:00:00.000;2;2,2667;1,6667;3,2167
KA26.000109-001;100;200;2;NULL;NULL;206JBB;2;4_AOI;4_AOI_SIDEB;2026-06-30 00:00:00.000;3;1,2167;1;0,95
KA26.000109-001;97;194;2;NULL;NULL;206JBB;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2026-06-30 00:00:00.000;4;2,5833;2,1667;1,9167
KA26.000110-002;11;44;4;4;11;54321A;3;3_SEL;3_SELA;2026-06-18 00:00:00.000;3;2,2667;1,4667;1,4667
KA26.000117-002;12;240;20;NULL;NULL;20321B;7;1_SMT;1_SMTA;2026-06-15 00:00:00.000;1;1,8333;1;0,7167
KA26.000117-002;11;220;20;NULL;NULL;20321B;7;1_SMT;1_SMTB;2026-06-15 00:00:00.000;2;1,95;1,0333;0,7167
KA26.000117-002;12;240;20;NULL;NULL;20321B;11;4_AOI;4_AOI_SIDEB;2026-06-15 00:00:00.000;3;1,5833;0,75;0,75
KA26.000117-002;33;660;20;NULL;NULL;20321B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-06-15 00:00:00.000;5;1,0833;0,7833;0,3333
KA26.000117-003;13;260;20;NULL;NULL;20321B;7;1_SMT;1_SMTA;2026-06-15 00:00:00.000;1;2,75;1,2;0,5667
KA26.000117-003;15;300;20;NULL;NULL;20321B;11;4_AOI;4_AOI_SIDEB;2026-06-15 00:00:00.000;2;1,1333;0,75;0,75
KA26.000117-003;15;300;20;NULL;NULL;20321B;7;1_SMT;1_SMTB;2026-06-15 00:00:00.000;3;1,05;0,7167;0,5667
KA26.000117-003;51;1020;20;NULL;NULL;20321B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-06-15 00:00:00.000;4;1,2333;0,55;0,25
KA26.000118-001;10;100;10;NULL;NULL;55911A;8;1_SMT;1_SMTA;2026-04-09 00:00:00.000;1;2,7;0,7;0,3833
KA26.000118-001;10;100;10;NULL;NULL;55911A;11;4_AOI;4_AOI_SIDEA;2026-04-09 00:00:00.000;2;1,35;0,85;0,45
KA26.000118-001;10;100;10;NULL;NULL;55911A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-04-09 00:00:00.000;3;1,1833;0,6833;0,5
KA26.000119-001;50;100;2;NULL;NULL;266FAB;8;1_SMT;1_SMTB;2026-04-29 00:00:00.000;1;0,7667;0,5667;0,5667
KA26.000119-001;50;100;2;NULL;NULL;266FAB;8;1_SMT;1_SMTA;2026-04-29 00:00:00.000;2;1,2667;0,6667;0,5667
KA26.000119-001;50;100;2;2;60;266FAB;3;3_SEL;3_SELA;2026-04-29 00:00:00.000;3;2,85;2,1;2,1
KA26.000119-001;50;100;2;NULL;NULL;266FAB;2;4_AOI;4_AOI_SIDEB;2026-04-29 00:00:00.000;4;1,6333;1,45;1,4167
KA26.000119-001;50;100;2;NULL;NULL;266FAB;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2026-04-29 00:00:00.000;5;5,7333;5,0333;4,8333
KA26.000119-001;50;100;2;NULL;NULL;266FAB;9;6_DEP;6_DEP;2026-04-29 00:00:00.000;6;1,1333;0,8333;0,6167
KA26.000125-001;25;100;4;NULL;NULL;487A1B;8;1_SMT;1_SMTA;2026-07-10 00:00:00.000;1;1,0167;0,4167;0,4333
KA26.000125-001;25;100;4;NULL;NULL;487A1B;11;4_AOI;4_AOI_SIDEB;2026-07-10 00:00:00.000;2;0,9667;0,8833;0,7667
KA26.000125-001;25;100;4;NULL;NULL;487A1B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-07-10 00:00:00.000;3;1,25;0,85;0,75
KA26.000130-001;234;702;3;NULL;NULL;78261A;8;1_SMT;1_SMTA;2026-04-16 00:00:00.000;1;0,6333;0,5;0,3167
KA26.000130-001;234;702;3;9;79;78261A;3;3_SEL;3_SELA;2026-04-16 00:00:00.000;2;1;0,7;2,1
KA26.000130-001;234;702;3;NULL;NULL;78261A;2;4_AOI;4_AOI_SIDEB;2026-04-16 00:00:00.000;3;1,0833;1,0333;1,0333
KA26.000130-001;234;702;3;NULL;NULL;78261A;9;6_DEP;6_DEP;2026-04-16 00:00:00.000;4;0,6;0,5667;0,5167
KA26.000130-001;234;702;3;NULL;NULL;78261A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-16 00:00:00.000;5;0,75;0,7;0,6667
KA26.000133-001;25;100;4;NULL;NULL;58641B;8;1_SMT;1_SMTA;2026-04-22 00:00:00.000;1;0,9833;0,3833;0,55
KA26.000133-001;25;100;4;NULL;NULL;58641B;8;1_SMT;1_SMTB;2026-04-22 00:00:00.000;2;1,2833;1,0833;0,55
KA26.000133-001;25;100;4;NULL;NULL;58641B;11;4_AOI;4_AOI_SIDEB;2026-04-22 00:00:00.000;3;1,2;0,75;0,7167
KA26.000133-001;25;100;4;NULL;NULL;58641B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-22 00:00:00.000;4;1,2167;0,8167;0,5833
KA26.000147-001;25;150;6;NULL;NULL;78231A;8;1_SMT;1_SMTA;2026-04-20 00:00:00.000;1;1,7833;0,9833;0,9167
KA26.000147-001;24;149;6;6;25;78231A;3;3_SEL;3_SELA;2026-04-20 00:00:00.000;2;3,7667;2,5667;2,55
KA26.000147-001;25;150;6;NULL;NULL;78231A;2;4_AOI;4_AOI_SIDEB;2026-04-20 00:00:00.000;3;1,7333;1,3667;1,3833
KA26.000147-001;24;144;6;NULL;NULL;78231A;9;6_DEP;6_DEP;2026-04-20 00:00:00.000;4;1,3667;1,1667;0,85
KA26.000147-001;25;150;6;NULL;NULL;78231A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-20 00:00:00.000;5;3,1167;2,1167;1,9167
KA26.000153-001;150;150;1;NULL;NULL;78041A;2;4_AOI;4_AOI_SIDEB;2026-04-16 00:00:00.000;1;1,1;1;0,9833
KA26.000153-001;150;150;1;NULL;NULL;78041A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2026-04-16 00:00:00.000;2;1,3167;1,05;0,9167
KA26.000154-001;10;60;6;NULL;NULL;62871A;2;4_AOI;4_AOI_SIDEB;2026-06-22 00:00:00.000;1;2,2333;1,7333;1,55
KA26.000154-001;9;59;6;6;12;62871A;3;3_SEL;3_SELA;2026-06-22 00:00:00.000;2;10,3;5,7;5,55
KA26.000154-001;10;60;6;NULL;NULL;62871A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-06-22 00:00:00.000;3;2,7167;1,2167;0,9167
KA26.000160-001;125;250;2;NULL;NULL;206S1C;8;1_SMT;1_SMTA;2026-07-21 00:00:00.000;1;0,5167;0,4333;0,3
KA26.000160-001;125;250;2;NULL;NULL;206S1C;2;4_AOI;4_AOI_SIDEB;2026-07-21 00:00:00.000;2;1,1833;0,8667;0,7833
KA26.000160-001;125;250;2;NULL;NULL;206S1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2026-07-21 00:00:00.000;3;0,7833;0,5833;0,5
KA26.000164-001;14;140;10;NULL;NULL;206P1B;8;1_SMT;1_SMTA;2026-08-11 00:00:00.000;1;1,6167;0,9;0,9167
KA26.000164-001;15;150;10;NULL;NULL;206P1B;2;4_AOI;4_AOI_SIDEB;2026-08-11 00:00:00.000;2;1,5;0,9;0,85
KA26.000164-001;15;150;10;NULL;NULL;206P1B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2026-08-11 00:00:00.000;3;1,7667;1,1;1
KA26.000165-001;250;250;1;NULL;NULL;54511E;8;1_SMT;1_SMTA;2026-04-15 00:00:00.000;1;0,4667;0,35;0,2833
KA26.000165-001;250;250;1;NULL;NULL;54511E;2;4_AOI;4_AOI_SIDEA;2026-04-15 00:00:00.000;2;0,5667;0,4833;0,3833
KA26.000165-001;250;250;1;NULL;NULL;54511E;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-04-15 00:00:00.000;3;0,45;0,3833;0,3333
KA26.000165-001;226;226;1;NULL;NULL;54511E;9;6_DEP;6_DEP;2026-04-15 00:00:00.000;4;0,5333;0,3833;0,3667
KA26.000165-002;250;250;1;NULL;NULL;54511E;11;4_AOI;4_AOI_SIDEA;2026-05-21 00:00:00.000;1;0,4333;0,3667;0,3
KA26.000165-002;250;250;1;NULL;NULL;54511E;8;1_SMT;1_SMTA;2026-05-21 00:00:00.000;2;0,6333;0,5833;0,5
KA26.000165-002;250;250;1;NULL;NULL;54511E;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-05-21 00:00:00.000;3;0,5667;0,4333;0,4
KA26.000165-002;248;248;1;NULL;NULL;54511E;9;6_DEP;6_DEP;2026-05-21 00:00:00.000;4;0,5667;0,3833;0,35
KA26.000165-003;250;250;1;NULL;NULL;54511E;2;4_AOI;4_AOI_SIDEA;2026-04-23 00:00:00.000;1;0,5;0,4167;0,3833
KA26.000165-003;250;250;1;NULL;NULL;54511E;8;1_SMT;1_SMTA;2026-04-23 00:00:00.000;2;0,3667;0,3667;0,2667
KA26.000165-003;250;250;1;NULL;NULL;54511E;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-23 00:00:00.000;3;0,6;0,55;0,4
KA26.000165-003;249;249;1;NULL;NULL;54511E;9;6_DEP;6_DEP;2026-04-23 00:00:00.000;4;0,5333;0,3833;0,3667
KA26.000165-004;250;250;1;NULL;NULL;54511E;11;4_AOI;4_AOI_SIDEA;2026-05-21 00:00:00.000;1;0,4833;0,4;0,3667
KA26.000165-004;250;250;1;NULL;NULL;54511E;8;1_SMT;1_SMTA;2026-05-21 00:00:00.000;2;0,6667;0,6167;0,5
KA26.000165-004;250;250;1;NULL;NULL;54511E;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-05-21 00:00:00.000;3;0,4167;0,4167;0,4167
