lot;panels;boards;panelSize;boardsInFrame;anzahlFrames;projNr;machineId;process;subProcess;ManufacturingTime;prozessOrder;tactTime_brutto;tactTime_netto;testDauer
K25.000463-001;107;535;5;NULL;NULL;591F1D;2;4_AOI;4_AOI_SIDEA;2025-09-30 00:00:00.000;1;1,2333;1,1333;1,1
K25.000463-001;107;535;5;15;52;591F1D;3;3_SEL;3_SELA;2025-09-30 00:00:00.000;2;1,2333;1,0833;3,2833
K25.000463-001;107;535;5;NULL;NULL;591F1D;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-09-30 00:00:00.000;3;0,9833;0,9;0,9167
KA22.001127-002;47;95;2;4;25;487G1A;3;3_SEL;3_SELA;2024-12-13 00:00:00.000;1;1,85;1,5833;3,05
KA22.001127-002;50;100;2;NULL;NULL;487G1A;2;4_AOI;4_AOI_SIDEB;2024-12-13 00:00:00.000;2;1,75;1,4333;1,35
KA22.001127-002;50;100;2;NULL;NULL;487G1A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-12-13 00:00:00.000;3;3,65;3,25;3,1
KA23.000049-004;50;50;1;1;50;487H1B;4;3_SEL;3_SELA;2024-10-01 00:00:00.000;1;5,3833;3,8667;3,8667
KA23.000049-004;50;50;1;NULL;NULL;487H1B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-10-01 00:00:00.000;2;1,9333;1,4333;1,3333
KA23.000118-001;200;200;1;NULL;NULL;26621B;2;4_AOI;4_AOI_SIDEB;2024-11-08 00:00:00.000;1;1,0333;0,9;0,8333
KA23.000118-001;197;197;1;NULL;NULL;26621B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-08 00:00:00.000;2;1,7667;1,4167;1,25
KA23.000118-002;50;1000;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-10-25 00:00:00.000;1;0,5833;0,5;0,3833
KA23.000118-002;50;1000;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-25 00:00:00.000;2;1,3833;1,2833;1,2667
KA23.000137-005;20;400;20;NULL;NULL;0069GE;2;4_AOI;4_AOI_SIDEA;2024-09-06 00:00:00.000;1;0,65;0,4;0,35
KA23.000137-005;21;420;20;NULL;NULL;0069GE;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-09-06 00:00:00.000;2;1,75;1,2833;1,1667
KA23.000137-008;100;2000;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-11-15 00:00:00.000;1;0,6333;0,4833;0,3667
KA23.000137-008;100;2000;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-15 00:00:00.000;2;1,45;1,3;1,3333
KA23.000168-003;13;260;20;NULL;NULL;53721B;2;4_AOI;4_AOI_SIDEB;2024-09-12 00:00:00.000;1;1,9667;1,2;1,1833
KA23.000168-003;13;260;20;NULL;NULL;53721B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2024-09-12 00:00:00.000;2;5,2333;4,4667;4,7
KA23.000270-023;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2024-09-02 00:00:00.000;1;1,3333;1,1333;1,1
KA23.000270-023;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-09-02 00:00:00.000;2;3,4667;3,3667;3,3333
KA23.000270-024;100;200;2;NULL;NULL;006T1C;2;4_AOI;4_AOI_SIDEA;2024-10-01 00:00:00.000;1;1,1833;1,1333;1,0833
KA23.000270-024;36;72;2;4;18;006T1C;3;3_SEL;3_SELA;2024-10-01 00:00:00.000;2;2,1833;1,9167;3,8333
KA23.000270-024;100;200;2;NULL;NULL;006T1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-10-01 00:00:00.000;3;4,0667;3,4167;3,3333
KA23.000362-004;25;50;2;NULL;NULL;26641A;2;4_AOI;4_AOI_SIDEB;2024-09-30 00:00:00.000;1;1,5667;1,0333;0,9667
KA23.000362-004;25;50;2;NULL;NULL;26641A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-09-30 00:00:00.000;2;3,1833;2,7833;2,7833
KA23.000391-048;249;498;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEA;2024-09-06 00:00:00.000;1;0,4667;0,4333;0,45
KA23.000391-048;186;372;2;4;97;0067AH;3;3_SEL;3_SELA;2024-09-06 00:00:00.000;2;2,5667;1,95;3,9
KA23.000391-048;249;498;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEB;2024-09-06 00:00:00.000;3;0,5667;0,5167;0,45
KA23.000391-048;249;498;2;NULL;NULL;0067AH;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-09-06 00:00:00.000;4;1,2333;1,1;1
KA23.000391-049;250;500;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEA;2024-09-12 00:00:00.000;1;0,4667;0,4167;0,45
KA23.000391-049;250;500;2;2;251;0067AH;4;3_SEL;3_SELA;2024-09-12 00:00:00.000;2;3,3667;2,55;2,55
KA23.000391-049;250;500;2;NULL;NULL;0067AH;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-09-12 00:00:00.000;3;1,1;0,9833;1
KA23.000391-049;250;500;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEB;2024-09-12 00:00:00.000;4;0,5833;0,5667;0,45
KA23.000391-050;250;500;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEA;2024-09-18 00:00:00.000;1;0,4667;0,4167;0,45
KA23.000391-050;250;500;2;2;250;0067AH;4;3_SEL;3_SELA;2024-09-18 00:00:00.000;2;3,4167;2,5;2,5
KA23.000391-050;250;500;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEB;2024-09-18 00:00:00.000;3;0,6333;0,5;0,45
KA23.000391-050;250;500;2;NULL;NULL;0067AH;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-09-18 00:00:00.000;4;1,1;1,05;1
KA23.000391-058;250;5000;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-09-05 00:00:00.000;1;1,3333;1,2833;1,25
KA23.000391-058;250;5000;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-09-05 00:00:00.000;2;0,4333;0,4167;0,3833
KA23.000391-059;250;5000;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-09-12 00:00:00.000;1;1,3333;1,2667;1,25
KA23.000391-059;250;5000;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-09-12 00:00:00.000;2;0,4167;0,4;0,3833
KA23.000391-060;250;5000;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-09-12 00:00:00.000;1;0,45;0,4;0,3833
KA23.000391-060;249;4980;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-09-12 00:00:00.000;2;1,3167;1,2667;1,25
KA23.000391-082;250;500;2;NULL;NULL;0067BH;2;4_AOI;4_AOI_SIDEA;2024-08-20 00:00:00.000;1;0,4833;0,45;0,45
KA23.000391-082;250;500;2;NULL;NULL;0067BH;2;4_AOI;4_AOI_SIDEB;2024-08-20 00:00:00.000;3;0,7;0,5;0,45
KA23.000391-082;250;500;2;NULL;NULL;0067BH;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-08-20 00:00:00.000;4;3,1;2,9333;2,8333
KA23.000391-083;250;500;2;NULL;NULL;0067BH;2;4_AOI;4_AOI_SIDEA;2024-08-20 00:00:00.000;1;0,4667;0,4167;0,45
KA23.000391-083;250;500;2;NULL;NULL;0067BH;2;4_AOI;4_AOI_SIDEB;2024-08-20 00:00:00.000;3;0,7333;0,5167;0,45
KA23.000391-083;250;500;2;NULL;NULL;0067BH;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-08-20 00:00:00.000;4;2,9;2,7333;2,75
KA23.000391-086;250;5000;20;NULL;NULL;0069CF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-08-20 00:00:00.000;1;1,4167;1,3333;1,3333
KA23.000391-086;250;5000;20;NULL;NULL;0069CF;2;4_AOI;4_AOI_SIDEA;2024-08-20 00:00:00.000;2;0,4167;0,4;0,3667
KA23.000397-004;94;188;2;NULL;NULL;206AGC;2;4_AOI;4_AOI_SIDEB;2024-12-06 00:00:00.000;1;1,4667;1,3;1,2833
KA23.000397-004;94;188;2;NULL;NULL;206AGC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2024-12-06 00:00:00.000;2;1,2;0,8833;0,8333
KA23.000397-006;190;3800;20;NULL;NULL;0069FE;2;4_AOI;4_AOI_SIDEA;2024-11-26 00:00:00.000;1;0,4833;0,4167;0,4
KA23.000397-006;190;3800;20;NULL;NULL;0069FE;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-26 00:00:00.000;2;1,4;1,3833;1,35
KA23.000399-021;250;500;2;NULL;NULL;266B1D;2;4_AOI;4_AOI_SIDEA;2024-10-02 00:00:00.000;1;1,25;1,15;1,0833
KA23.000399-021;250;500;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-02 00:00:00.000;2;4,3833;4,2;4,1667
KA23.000399-022;83;166;2;4;47;266B1D;3;3_SEL;3_SELA;2024-10-29 00:00:00.000;1;2,4667;1,9333;3,45
KA23.000399-022;250;500;2;NULL;NULL;266B1D;2;4_AOI;4_AOI_SIDEA;2024-10-29 00:00:00.000;2;1,35;1,1167;1,0167
KA23.000399-022;250;500;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-29 00:00:00.000;3;4,5667;4,2667;4,1833
KA23.000399-023;248;496;2;4;124;266B1D;3;3_SEL;3_SELA;2024-11-12 00:00:00.000;1;1,9833;1,7167;3,45
KA23.000399-023;250;500;2;NULL;NULL;266B1D;2;4_AOI;4_AOI_SIDEA;2024-11-12 00:00:00.000;2;1,3;1,1167;1,0833
KA23.000399-023;27;54;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-12 00:00:00.000;3;5,15;4,4167;4,25
KA23.000399-023;223;446;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-12 00:00:00.000;4;4,5167;4,2167;4,1833
KA23.000399-024;250;500;2;NULL;NULL;266B1D;2;4_AOI;4_AOI_SIDEA;2025-01-15 00:00:00.000;1;1,35;1,15;1,0833
KA23.000399-024;165;330;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-01-15 00:00:00.000;2;4,3667;4,2167;4,1833
KA23.000399-024;85;170;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-01-15 00:00:00.000;3;4,5;4,3333;4,3333
KA23.000399-025;246;492;2;4;127;266B1D;3;3_SEL;3_SELA;2025-02-17 00:00:00.000;1;2,1333;1,7833;3,5167
KA23.000399-025;250;500;2;NULL;NULL;266B1D;2;4_AOI;4_AOI_SIDEA;2025-02-17 00:00:00.000;2;1,15;1,1;1,0833
KA23.000399-025;137;274;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-02-17 00:00:00.000;3;4,8333;4,4333;4,2667
KA23.000399-025;113;226;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-02-17 00:00:00.000;4;4,5667;4,35;4,2667
KA23.000399-026;231;462;2;4;121;266B1D;3;3_SEL;3_SELA;2025-03-10 00:00:00.000;1;2,3833;1,8333;3,5333
KA23.000399-026;244;488;2;NULL;NULL;266B1D;2;4_AOI;4_AOI_SIDEA;2025-03-10 00:00:00.000;2;1,25;1,0833;1,0833
KA23.000399-026;147;294;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-03-10 00:00:00.000;3;4,5333;4,2333;4,25
KA23.000399-026;98;196;2;NULL;NULL;266B1D;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-03-10 00:00:00.000;4;4,55;4,3;4,3333
KA23.000400-004;22;44;2;2;29;266C1B;4;3_SEL;3_SELA;2024-09-25 00:00:00.000;1;6,8333;5,7833;5,7833
KA23.000400-004;220;440;2;NULL;NULL;266C1B;2;4_AOI;4_AOI_SIDEA;2023-10-09 00:00:00.000;2;1,3333;1,15;1,0667
KA23.000400-004;221;442;2;NULL;NULL;266C1B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2023-10-09 00:00:00.000;3;3,7167;3,35;3,5
KA23.000489-009;250;500;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SIDEA;2024-08-28 00:00:00.000;1;0,5833;0,4833;0,4667
KA23.000489-009;250;500;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SIDEB;2024-08-28 00:00:00.000;2;0,65;0,55;0,4667
KA23.000489-009;250;500;2;NULL;NULL;006IBC;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-08-28 00:00:00.000;3;5,7833;5,6667;5,6
KA23.000489-012;240;480;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SMT;2025-06-27 00:00:00.000;1;0,5667;0,5167;0,4833
KA23.000489-012;240;480;2;NULL;NULL;006IBC;10;2_ODD;2_ODDA;2025-06-27 00:00:00.000;2;2,95;2,4167;2,05
KA23.000489-012;83;166;2;2;91;006IBC;3;3_SEL;3_SELA;2025-06-27 00:00:00.000;3;3,1167;2,25;2,2167
KA23.000489-012;239;478;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SIDEB;2025-06-27 00:00:00.000;4;0,6333;0,4833;0,4833
KA23.000489-012;239;478;2;NULL;NULL;006IBC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-06-27 00:00:00.000;5;6,3833;6,1333;6,0833
KA23.000489-013;250;500;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SMT;2024-11-19 00:00:00.000;1;0,55;0,4833;0,45
KA23.000489-013;250;500;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SIDEB;2024-11-19 00:00:00.000;2;0,5833;0,5167;0,45
KA23.000489-013;249;498;2;NULL;NULL;006IBC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-19 00:00:00.000;3;6,2833;6,1;6,0833
KA23.000489-016;275;550;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SMT;2025-04-07 00:00:00.000;1;0,5333;0,4833;0,4667
KA23.000489-016;274;548;2;NULL;NULL;006IBC;10;2_ODD;2_ODDA;2025-04-07 00:00:00.000;2;4,6667;3,25;2,9167
KA23.000489-016;274;548;2;2;277;006IBC;3;3_SEL;3_SELA;2025-04-07 00:00:00.000;3;3,5833;2,4667;2,4667
KA23.000489-016;275;550;2;NULL;NULL;006IBC;2;4_AOI;4_AOI_SIDEB;2025-04-07 00:00:00.000;4;0,5833;0,5;0,4667
KA23.000489-016;231;462;2;NULL;NULL;006IBC;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-04-07 00:00:00.000;5;6,1667;6;5,9333
KA23.000489-016;44;88;2;NULL;NULL;006IBC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-04-07 00:00:00.000;6;6,2667;6,15;6
KA23.000489-025;124;2480;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-08-27 00:00:00.000;1;0,45;0,4167;0,3833
KA23.000489-025;124;2480;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-08-27 00:00:00.000;2;1,4167;1,2833;1,2667
KA23.000489-026;125;2500;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-08-27 00:00:00.000;1;0,4667;0,4167;0,3833
KA23.000489-026;125;2500;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-08-27 00:00:00.000;2;1,3167;1,2833;1,25
KA23.000489-028;40;2400;60;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2025-06-26 00:00:00.000;1;0,7333;0,6167;0,6
KA23.000489-028;35;2100;60;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-06-26 00:00:00.000;3;4,1;3,9667;4
KA23.000489-029;125;2500;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-15 00:00:00.000;1;1,5167;1,2833;1,25
KA23.000489-029;125;2500;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-11-15 00:00:00.000;2;0,5167;0,4667;0,3833
KA23.000489-032;46;2760;60;NULL;NULL;0069FF;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-04-08 00:00:00.000;1;4,5667;4,0333;3,8333
KA23.000489-032;46;2760;60;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2025-04-08 00:00:00.000;2;0,7;0,6;0,6167
KA23.000489-033;250;500;2;NULL;NULL;006ICC;2;4_AOI;4_AOI_SMT;2024-11-18 00:00:00.000;1;0,5;0,45;0,45
KA23.000489-033;250;500;2;NULL;NULL;006ICC;2;4_AOI;4_AOI_SIDEB;2024-11-18 00:00:00.000;3;0,6333;0,55;0,45
KA23.000489-033;238;476;2;NULL;NULL;006ICC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-18 00:00:00.000;4;6,4333;6,1;6,0833
KA23.000489-034;123;2460;20;NULL;NULL;0069CF;2;4_AOI;4_AOI_SIDEA;2024-11-15 00:00:00.000;1;0,5;0,45;0,3833
KA23.000489-034;124;2480;20;NULL;NULL;0069CF;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-15 00:00:00.000;2;1,4667;1,3833;1,3333
KA23.000489-035;250;500;2;NULL;NULL;006ICC;2;4_AOI;4_AOI_SMT;2024-12-19 00:00:00.000;1;0,6;0,5;0,45
KA23.000489-035;248;496;2;2;253;006ICC;3;3_SEL;3_SELA;2024-12-19 00:00:00.000;2;6,4;4,4833;4,4833
KA23.000489-035;250;500;2;NULL;NULL;006ICC;2;4_AOI;4_AOI_SIDEB;2024-12-19 00:00:00.000;3;0,6667;0,4833;0,45
KA23.000489-035;112;224;2;NULL;NULL;006ICC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-12-19 00:00:00.000;4;6,4;6,0833;6,1
KA23.000489-035;138;276;2;NULL;NULL;006ICC;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-12-19 00:00:00.000;6;6,45;6,1667;6,0833
KA23.000489-036;125;2500;20;NULL;NULL;0069CF;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-12-17 00:00:00.000;1;1,5833;1,45;1,4167
KA23.000489-036;125;2500;20;NULL;NULL;0069CF;2;4_AOI;4_AOI_SIDEA;2024-12-17 00:00:00.000;2;0,55;0,4333;0,4
KA23.000489-037;225;450;2;NULL;NULL;006ICC;2;4_AOI;4_AOI_SMT;2025-02-27 00:00:00.000;1;0,5333;0,45;0,45
KA23.000489-037;218;437;2;2;242;006ICC;3;3_SEL;3_SELA;2025-02-27 00:00:00.000;2;5,3;4,1833;4,0833
KA23.000489-037;225;450;2;NULL;NULL;006ICC;2;4_AOI;4_AOI_SIDEB;2025-02-27 00:00:00.000;3;0,7833;0,6;0,45
KA23.000489-037;224;448;2;NULL;NULL;006ICC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-02-27 00:00:00.000;4;6,45;6,2;6,1667
KA23.000489-038;38;2280;60;NULL;NULL;0069CF;2;4_AOI;4_AOI_SIDEA;2025-02-25 00:00:00.000;1;0,8167;0,7;0,65
KA23.000489-038;38;2280;60;NULL;NULL;0069CF;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-02-25 00:00:00.000;2;4,2;4,0667;3,9167
KA23.000498-002;50;200;4;NULL;NULL;26631B;2;4_AOI;4_AOI_SIDEA;2024-08-29 00:00:00.000;1;1,55;1,1833;1,1333
KA23.000498-002;50;200;4;NULL;NULL;26631B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-08-29 00:00:00.000;2;0,6833;0,4833;0,3333
KA23.000502-005;257;514;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEA;2024-10-29 00:00:00.000;1;0,4333;0,4167;0,4333
KA23.000502-005;257;514;2;2;258;0067AH;4;3_SEL;3_SELA;2024-10-29 00:00:00.000;2;3,3667;2,5;2,5
KA23.000502-005;257;514;2;NULL;NULL;0067AH;2;4_AOI;4_AOI_SIDEB;2024-10-29 00:00:00.000;3;0,5333;0,4667;0,4333
KA23.000502-005;257;514;2;NULL;NULL;0067AH;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2024-10-29 00:00:00.000;4;1,25;1,0167;1
KA23.000502-006;257;5140;20;NULL;NULL;0069FF;2;4_AOI;4_AOI_SIDEA;2024-10-25 00:00:00.000;1;0,4333;0,4;0,3833
KA23.000502-006;128;2560;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-10-25 00:00:00.000;2;1,35;1,2667;1,25
KA23.000502-006;129;2580;20;NULL;NULL;0069FF;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-25 00:00:00.000;3;1,35;1,2833;1,25
KA23.000528-001;100;100;1;NULL;NULL;20111A;2;4_AOI;4_AOI_SIDEB;2025-01-07 00:00:00.000;1;1,0833;0,9333;0,8667
KA23.000528-001;98;98;1;NULL;NULL;20111A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-01-07 00:00:00.000;2;2,7333;2,4333;2,1833
KA23.000529-001;19;57;3;NULL;NULL;20171A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-21 00:00:00.000;2;3,8;2,2167;2,5333
KA23.000536-003;73;73;1;2;40;201F1A;3;3_SEL;3_SELA;2024-12-05 00:00:00.000;1;1,3667;0,7833;1,45
KA23.000536-003;79;79;1;NULL;NULL;201F1A;2;4_AOI;4_AOI_SIDEB;2024-12-05 00:00:00.000;2;0,95;0,8167;0,8333
KA23.000536-003;79;79;1;NULL;NULL;201F1A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-12-05 00:00:00.000;3;1,6333;1;0,8167
KA23.000540-002;50;50;1;NULL;NULL;2014BC;2;4_AOI;4_AOI_SIDEB;2024-10-15 00:00:00.000;1;1,0333;0,8333;0,85
KA23.000540-002;50;50;1;NULL;NULL;2014BC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-10-15 00:00:00.000;2;2,2333;1,8333;1,5
KA23.000541-002;150;150;1;6;26;2014AC;3;3_SEL;3_SELA;2024-09-18 00:00:00.000;1;0,5167;0,3667;2,2167
KA23.000541-002;150;150;1;NULL;NULL;2014AC;2;4_AOI;4_AOI_SIDEB;2024-09-18 00:00:00.000;2;0,9667;0,9;0,8833
KA23.000541-002;150;150;1;NULL;NULL;2014AC;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-09-18 00:00:00.000;3;2,1;1,5333;1,4167
KA23.000554-004;10;100;10;NULL;NULL;201S1A;2;4_AOI;4_AOI_SIDEB;2024-12-02 00:00:00.000;1;1,7;0,7;0,4
KA23.000561-002;92;92;1;3;36;201QAB;3;3_SEL;3_SELA;2024-11-26 00:00:00.000;1;1,2167;1,0833;2,9333
KA23.000561-002;100;100;1;NULL;NULL;201QAB;2;4_AOI;4_AOI_SIDEB;2024-11-26 00:00:00.000;2;1,1;0,9667;0,9
KA23.000561-002;97;97;1;NULL;NULL;201QAB;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2024-11-26 00:00:00.000;3;2;1,4833;1,25
KA23.000564-003;100;100;1;NULL;NULL;201W1B;2;4_AOI;4_AOI_SIDEB;2024-10-21 00:00:00.000;1;0,9667;0,8667;0,8667
KA23.000564-003;93;93;1;NULL;NULL;201W1B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-21 00:00:00.000;2;1,7;1,5;1,3333
KA23.000565-002;12;60;5;NULL;NULL;701C1A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-10-02 00:00:00.000;1;2,4667;2,05;2,0833
KA23.000571-004;60;60;1;NULL;NULL;7016AA;2;4_AOI;4_AOI_SIDEA;2024-08-19 00:00:00.000;1;0,9833;0,9;0,8667
KA23.000571-004;53;53;1;NULL;NULL;7016AA;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-08-19 00:00:00.000;2;1,55;1,2667;1,25
KA23.000571-004;53;53;1;NULL;NULL;7016CA;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-15 00:00:00.000;4;1,25;1,25;1,25
KA23.000572-008;100;100;1;NULL;NULL;7016CA;2;4_AOI;4_AOI_SIDEA;2024-10-15 00:00:00.000;1;1,1167;0,8667;0,8667
KA23.000572-008;50;50;1;NULL;NULL;7016CA;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-10-15 00:00:00.000;2;0,9667;0,5667;0,3333
KA23.000572-008;99;99;1;NULL;NULL;7016CA;2;4_AOI;4_AOI_SIDEB;2024-10-15 00:00:00.000;3;0,85;0,75;0,8667
KA23.000572-008;50;50;1;NULL;NULL;7016CA;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-10-15 00:00:00.000;5;0,6;0,4;0,3333
KA23.000572-009;90;90;1;6;26;7016CA;3;3_SEL;3_SELA;2024-11-18 00:00:00.000;1;0,8667;0,6833;2,7333
KA23.000572-009;400;400;1;NULL;NULL;7016CA;2;4_AOI;4_AOI_SIDEA;2024-11-18 00:00:00.000;2;0,9167;0,9;0,8667
KA23.000572-009;136;136;1;NULL;NULL;7016CA;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2024-11-18 00:00:00.000;3;1,7;1,3667;1,3333
KA23.000572-009;264;264;1;NULL;NULL;7016CA;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2024-11-18 00:00:00.000;4;1,6167;1,4167;1,3333
KA23.000572-009;399;399;1;NULL;NULL;7016CA;2;4_AOI;4_AOI_SIDEB;2024-11-18 00:00:00.000;5;0,7833;0,7333;0,8667
KA23.000572-010;200;200;1;NULL;NULL;7016CA;2;4_AOI;4_AOI_SIDEA;2025-01-22 00:00:00.000;1;0,95;0,8667;0,8667
KA23.000572-010;200;200;1;6;108;7016CA;3;3_SEL;3_SELA;2025-01-22 00:00:00.000;2;0,7833;0,65;2,6833
KA23.000572-010;183;183;1;NULL;NULL;7016CA;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-01-22 00:00:00.000;3;1,5333;1,3667;1,3333
KA23.000572-010;200;200;1;NULL;NULL;7016CA;2;4_AOI;4_AOI_SIDEB;2025-01-22 00:00:00.000;4;0,8667;0,75;0,8667
